scenario_id,split,regime,domain_length_m,spatial_nodes,spatial_step_m,final_time_s,time_nodes,time_step_s,velocity_m_s,dispersion_m2_s,retardation_factor,decay_rate_s_1,source_concentration_mg_L,source_start_s,source_duration_s,source_end_s,dispersivity_m,peclet_number,damkohler_number,advective_travel_time_s
ADR1D-0131,train,decay_only,1000,51,20,86400,49,1800,0.114354891978,1.55739299662,1,2.12708252891e-06,1.47321508505,78.2188192382,6707.41566878,6785.63448802,13.6189451074,73.4271261181,0.0186007130269,8744.70678692
ADR1D-0132,validation,decay_only,1000,51,20,86400,49,1800,0.0943322588272,1.78737600516,1,1.27729946198e-06,1.99610632363,829.473724928,3228.25836725,4057.73209218,18.9476646418,52.7769526695,0.0135404312148,10600.8274628
ADR1D-0133,test,decay_only,1000,51,20,86400,49,1800,0.0551564651293,7.82919340404,1,1.42997666544e-07,0.71883594443,1421.65301402,4161.27336978,5582.92638379,141.94516247,7.04497414776,0.00259258214261,18130.2409003
ADR1D-0134,train,decay_only,1000,51,20,86400,49,1800,0.100137146973,11.7592083512,1,8.10253074964e-07,0.436846956803,1122.40672264,2540.91389594,3663.32061858,117.431030408,8.51563676587,0.00809143359337,9986.30408621
ADR1D-0135,train,decay_only,1000,51,20,86400,49,1800,0.24459438472,2.3367734753,1,1.22328649285e-06,2.43306950223,2878.61973769,6102.14524562,8980.7649833,9.5536677098,104.67184231,0.00500128608534,4088.40129811
ADR1D-0136,train,decay_only,1000,51,20,86400,49,1800,0.274070334484,2.77287843467,1,6.84845557451e-06,1.62861150107,3514.26626271,5833.97597188,9348.24223459,10.1173971999,98.8396501832,0.0249879491241,3648.69843314
ADR1D-0137,test,decay_only,1000,51,20,86400,49,1800,0.223650601433,7.18348922454,1,1.9518446287e-06,1.25167447574,1848.41636894,9142.93271613,10991.3490851,32.1192484103,31.1339788287,0.00872720491783,4471.26005292
ADR1D-0138,train,decay_only,1000,51,20,86400,49,1800,0.0933842887258,2.51178906974,1,9.38338317386e-06,1.19193314147,1649.92016095,7285.76814804,8935.68830898,26.8973411267,37.178396009,0.100481390413,10708.439435
ADR1D-0139,train,decay_only,1000,51,20,86400,49,1800,0.154755685168,1.15140644849,1,1.42254310736e-05,0.909588633821,2655.05705994,4320.80216029,6975.85922023,7.44015605786,134.405782919,0.091921864183,6461.79814921
ADR1D-0140,validation,decay_only,1000,51,20,86400,49,1800,0.250206431985,1.47977589305,1,5.07110326675e-06,3.64251145224,1352.0116409,6934.52352958,8286.53517048,5.91422003548,169.084003301,0.0202676774795,3996.6998133
ADR1D-0141,train,decay_only,1000,51,20,86400,49,1800,0.0626595259879,3.82183138721,1,1.80356942294e-07,0.605491113609,577.895232764,2832.45055207,3410.34578484,60.9936211127,16.3951570961,0.00287836429419,15959.2653189
ADR1D-0142,train,decay_only,1000,51,20,86400,49,1800,0.080014105844,3.03475966567,1,5.48964394867e-07,2.88142284422,2390.83316201,2518.7806929,4909.61385491,37.9278082741,26.3658789027,0.00686084521068,12497.7963504
ADR1D-0143,train,decay_only,1000,51,20,86400,49,1800,0.129428759379,6.27787758365,1,2.88526641438e-06,3.75531960983,3188.04137805,3780.12245831,6968.16383636,48.5045025061,20.6166427513,0.0222923129931,7726.25809596
ADR1D-0144,train,decay_only,1000,51,20,86400,49,1800,0.323559751057,3.11488143855,1,1.29268926806e-07,0.689079523152,791.031073337,8550.84038703,9341.87146037,9.62691258224,103.875462819,0.000399521035554,3090.61926502
ADR1D-0145,train,decay_only,1000,51,20,86400,49,1800,0.331408357268,2.16994908308,1,4.20381751597e-06,0.218792735821,1306.37580124,2217.45352901,3523.82933024,6.54765951277,152.726328858,0.0126847058132,3017.42541511
ADR1D-0146,train,decay_only,1000,51,20,86400,49,1800,0.205456504166,1.30173621045,1,1.98670040526e-05,0.327048380222,3027.83976456,2911.44298045,5939.28274501,6.33582380724,157.832671871,0.0966968854711,4867.21023537
ADR1D-0147,validation,decay_only,1000,51,20,86400,49,1800,0.264739620201,1.00071708475,1,3.26510670644e-06,2.34837376227,1279.54768894,3654.65636931,4934.20405825,3.7800049875,264.549915492,0.0123332756312,3777.2963459
ADR1D-0148,test,decay_only,1000,51,20,86400,49,1800,0.240899045926,8.80406844006,1,5.84687095965e-06,0.534928389246,891.383935381,8746.99272544,9638.37666082,36.5467136086,27.3622413963,0.0242710424077,4151.11648182
ADR1D-0149,test,decay_only,1000,51,20,86400,49,1800,0.278592103152,1.49591871377,1,2.32458635766e-06,0.309593600208,3293.10819918,7954.48055092,11247.5887501,5.36956610343,186.234787083,0.00834404971053,3589.47719151
ADR1D-0150,train,decay_only,1000,51,20,86400,49,1800,0.0875869344989,3.64984466116,1,6.16177737967e-06,0.287491319637,1924.18544769,10793.2921657,12717.4776134,41.6711086196,23.9974417079,0.070350417159,11417.2279886
ADR1D-0151,train,retardation_only,1000,51,20,86400,49,1800,0.297391498388,1.1171843325,1.25434911932,0,1.58297339884,598.606744164,3561.05194168,4159.65868584,3.75661153244,266.197340706,0,4217.83785385
ADR1D-0152,train,retardation_only,1000,51,20,86400,49,1800,0.155790129981,4.9972109341,1.57745306941,0,1.9830986374,3332.80910983,2464.48867882,5797.29778865,32.0765566773,31.1754160542,0,10125.5006951
ADR1D-0153,train,retardation_only,1000,51,20,86400,49,1800,0.264342332143,7.4403265512,2.98484250051,0,2.48513956779,1279.54205252,4953.67720238,6233.2192549,28.1465571212,35.5283239685,0,11291.5796585
ADR1D-0154,train,retardation_only,1000,51,20,86400,49,1800,0.0554079243742,14.8660089889,1.42491291077,0,2.27385164912,3087.59501213,4386.83711653,7474.43212866,268.301134843,3.72715531221,0,25716.7711454
ADR1D-0155,train,retardation_only,1000,51,20,86400,49,1800,0.213111806637,5.47504054694,1.59533789687,0,3.75590202205,631.658405386,10569.678847,11201.3372524,25.6909301899,38.9242426261,0,7485.91981854
ADR1D-0156,validation,retardation_only,1000,51,20,86400,49,1800,0.066365494686,3.13969095098,2.96052521424,0,0.864359876177,2796.83510743,10699.5267202,13496.3618277,47.3090868355,21.137588292,0,44609.4047554
ADR1D-0157,train,retardation_only,1000,51,20,86400,49,1800,0.0810949675417,2.71333494552,2.47750848482,0,2.53797016853,2585.86022647,4297.91215641,6883.77238288,33.4587339729,29.8875624167,0,30550.7056717
ADR1D-0158,train,retardation_only,1000,51,20,86400,49,1800,0.312271816139,2.80092257362,1.74254119664,0,1.42665330183,1529.66800273,6852.4127677,8382.08077044,8.96950166126,111.488914074,0,5580.20643099
ADR1D-0159,test,retardation_only,1000,51,20,86400,49,1800,0.293660320861,5.68898983542,1.33740902871,0,1.88193378027,745.26976079,8821.28135819,9566.55111898,19.3726882091,51.6190623216,0,4554.27217675
ADR1D-0160,test,retardation_only,1000,51,20,86400,49,1800,0.115109735759,8.89850551715,1.93431935522,0,0.41691662824,2099.85636037,8756.03786437,10855.8942247,77.3045429952,12.9358503557,0,16804.133399
ADR1D-0161,train,retardation_only,1000,51,20,86400,49,1800,0.24306619103,1.37387637555,2.58504884819,0,3.87735143675,3159.17069518,5868.7799582,9027.95065337,5.65227261647,176.919987385,0,10635.1641799
ADR1D-0162,train,retardation_only,1000,51,20,86400,49,1800,0.145598982849,1.50435297796,2.41589421378,0,0.712179090881,1692.08837691,7639.99409767,9332.08247458,10.3321668086,96.785119571,0,16592.7959558
ADR1D-0163,train,retardation_only,1000,51,20,86400,49,1800,0.0771819729673,11.4112556343,1.14131949797,0,0.741456333889,686.918566881,8091.18026509,8778.09883197,147.848716425,6.76367048821,0,14787.3843346
ADR1D-0164,train,retardation_only,1000,51,20,86400,49,1800,0.202815310565,15.2994483296,1.62109641731,0,1.24328785706,2642.5265108,10114.2592416,12756.7857524,75.4353716541,13.2563806351,0,7992.96864122
ADR1D-0165,train,retardation_only,1000,51,20,86400,49,1800,0.337447539916,3.88185808217,1.39562416806,0,0.54344842691,2007.59389802,2759.70252541,4767.29642343,11.5035898117,86.9293860757,0,4135.82558168
ADR1D-0166,validation,retardation_only,1000,51,20,86400,49,1800,0.239646407716,17.1805596987,1.68327901505,0,1.7201690122,522.393128066,3787.11267157,4309.50579964,71.6912882709,13.9486961961,0,7024.01104649
ADR1D-0167,train,retardation_only,1000,51,20,86400,49,1800,0.184717845412,15.778354153,2.72923961824,0,0.329457260068,2965.68445741,6627.15808437,9592.84254178,85.4186779728,11.7070414075,0,14775.1810993
ADR1D-0168,train,retardation_only,1000,51,20,86400,49,1800,0.34005017416,1.22062776942,1.49331740051,0,0.858362925192,1851.30826893,2103.26117739,3954.56944632,3.58955196078,278.586300164,0,4391.46194882
ADR1D-0169,train,retardation_only,1000,51,20,86400,49,1800,0.169682022948,2.23641725553,1.2030499055,0,0.908483448196,259.513602941,4185.40502986,4444.9186328,13.1800482848,75.8722561852,0,7090.0257116
ADR1D-0170,train,retardation_only,1000,51,20,86400,49,1800,0.23668278727,12.8018502657,1.23508731638,0,1.13243962937,1122.70882456,8305.14777831,9427.85660287,54.0886408064,18.4881702533,0,5218.32335435
ADR1D-0171,train,retardation_only,1000,51,20,86400,49,1800,0.208714530575,1.44869589719,2.55331873531,0,0.402242581957,2241.77235039,7804.61314075,10046.3854911,6.94103996112,144.070629992,0,12233.545639
ADR1D-0172,train,retardation_only,1000,51,20,86400,49,1800,0.134569203985,17.7662014369,1.35703686664,0,2.36179403605,2732.76025215,6789.89570591,9522.65595805,132.022787613,7.57444997249,0,10084.3047774
ADR1D-0173,validation,retardation_only,1000,51,20,86400,49,1800,0.198232260582,1.72286158682,2.68288984068,0,0.216871033754,2322.96947052,8454.66405333,10777.6335238,8.69112616565,115.05988763,0,13534.0727731
ADR1D-0174,train,retardation_only,1000,51,20,86400,49,1800,0.226449334166,8.99880114747,1.97135065069,0,2.06773519973,2113.0288986,4691.78621742,6804.81511602,39.7386955481,25.164389173,0,8705.48221284
ADR1D-0175,validation,retardation_only,1000,51,20,86400,49,1800,0.282147240849,5.18898711948,1.85984850412,0,0.228124954991,2911.82959747,7938.33171233,10850.1613098,18.3910610073,54.3742418996,0,6591.76569838
ADR1D-0176,train,retardation_only,1000,51,20,86400,49,1800,0.104006872176,4.64771764458,2.42552825649,0,1.10117068203,3290.4979821,9286.17788052,12576.6758626,44.6866399051,22.3780530853,0,23320.8460725
ADR1D-0177,validation,retardation_only,1000,51,20,86400,49,1800,0.0702135615299,4.0368428358,2.30321234217,0,3.5085917736,1818.94552689,8938.12083572,10757.0663626,57.4937768124,17.3931868011,0,32802.9556112
ADR1D-0178,train,retardation_only,1000,51,20,86400,49,1800,0.278350782811,8.27337810014,2.11783185657,0,2.85694054773,1597.98676599,10348.8689565,11946.8557225,29.7228483305,33.6441510882,0,7608.49973254
ADR1D-0179,train,retardation_only,1000,51,20,86400,49,1800,0.269998340011,19.2267928342,2.45240707659,0,0.243086343792,1242.49401563,9945.05349666,11187.5475123,71.2107816418,14.0428173508,0,9083.0450161
ADR1D-0180,test,retardation_only,1000,51,20,86400,49,1800,0.151157390034,3.23762493698,2.62145081883,0,2.90149462908,2046.79358843,3117.68586749,5164.47945592,21.4188994415,46.6877396166,0,17342.5250214
ADR1D-0181,test,retardation_only,1000,51,20,86400,49,1800,0.133964360896,13.5809075564,1.1186054902,0,4.99548122713,361.708983363,3970.29602099,4332.00500435,101.377018974,9.86416852772,0,8350.02296666
ADR1D-0182,test,retardation_only,1000,51,20,86400,49,1800,0.345843374062,10.7498982647,2.06076398082,0,1.85439634618,1042.0797526,6286.09748992,7328.17724252,31.0831407249,32.1717811225,0,5958.66260677
ADR1D-0183,train,retardation_only,1000,51,20,86400,49,1800,0.231724462448,1.78347749264,1.81381969588,0,1.17473154541,3390.18210731,7339.29083928,10729.4729466,7.69654387717,129.92844788,0,7827.48474945
ADR1D-0184,train,retardation_only,1000,51,20,86400,49,1800,0.122770508328,1.00717962474,2.36067653778,0,1.67922284867,222.269397598,3923.46208612,4145.73148372,8.20375869137,121.89534549,0,19228.3681963
ADR1D-0185,train,retardation_only,1000,51,20,86400,49,1800,0.0909297462356,12.0906669967,2.36940286432,0,4.70779647947,3254.47180557,7089.71546718,10344.1872727,132.96712569,7.52065591258,0,26057.5110171
ADR1D-0186,train,retardation_only,1000,51,20,86400,49,1800,0.119573711212,2.40475157303,2.71872824116,0,0.342961254233,3563.75869081,5749.93332961,9313.69202042,20.111039029,49.7239351263,0,22736.8391731
ADR1D-0187,validation,retardation_only,1000,51,20,86400,49,1800,0.0539234964462,3.66250921996,2.52579137267,0,1.51131247813,1537.11284828,7315.6167872,8852.72963549,67.9204699497,14.7231018976,0,46840.2744468
ADR1D-0188,test,retardation_only,1000,51,20,86400,49,1800,0.309638777563,9.41181517479,1.87055988814,0,0.459874314926,1908.41271909,5268.87713373,7177.28985282,30.3961126861,32.8989437014,0,6041.10345243
ADR1D-0189,train,retardation_only,1000,51,20,86400,49,1800,0.224723326449,6.71526561497,2.89756706335,0,0.309013699852,3542.47739089,4909.89997669,8452.37736759,29.8823701174,33.4645476939,0,12893.9309912
ADR1D-0190,test,retardation_only,1000,51,20,86400,49,1800,0.261232547518,14.3474906479,2.66390591908,0,4.38062682992,1360.52619075,5295.09773836,6655.62392911,54.9222935053,18.2075426239,0,10197.4502963
ADR1D-0191,train,retardation_only,1000,51,20,86400,49,1800,0.256564040327,12.8895492201,2.59763589021,0,1.35797681755,1760.48342661,3320.29816386,5080.78159046,50.2391106863,19.9048109399,0,10124.7076048
ADR1D-0192,validation,retardation_only,1000,51,20,86400,49,1800,0.173681259777,1.26517447721,1.16375191519,0,0.677759783163,3436.90137697,4471.50463679,7908.40601376,7.28446165596,137.278504196,0,6700.50365068
ADR1D-0193,train,retardation_only,1000,51,20,86400,49,1800,0.0872595997193,4.56158837791,2.21441285466,0,4.15530260645,2518.68170137,10505.837197,13024.5188984,52.2760635229,19.1292138813,0,25377.2978765
ADR1D-0194,train,retardation_only,1000,51,20,86400,49,1800,0.315303958705,7.82674911331,1.8030963811,0,0.284498380402,3469.7775218,9361.70793561,12831.4854574,24.8228697967,40.2854306609,0,5718.59734494
ADR1D-0195,train,retardation_only,1000,51,20,86400,49,1800,0.186106193337,7.32691579464,1.77994531383,0,0.955258400062,2849.21671282,6455.57815968,9304.7948725,39.3695430725,25.4003455961,0,9564.13798977
ADR1D-0196,train,retardation_only,1000,51,20,86400,49,1800,0.218437089867,6.11791094409,2.23451583604,0,0.221360829847,329.619233725,3190.73845394,3520.35768766,28.0076563363,35.7045226488,0,10229.5623761
ADR1D-0197,test,retardation_only,1000,51,20,86400,49,1800,0.149935284755,11.7513338066,1.53624984333,0,0.578134632146,44.6348050685,2917.85574002,2962.49054509,78.3760395411,12.7590014226,0,10246.086142
ADR1D-0198,validation,retardation_only,1000,51,20,86400,49,1800,0.322938600158,6.33490235928,1.8901209191,0,1.02453170296,2609.21083088,3464.95509416,6074.16592503,19.6164297368,50.9776760307,0,5852.88013939
ADR1D-0199,validation,retardation_only,1000,51,20,86400,49,1800,0.0654662613003,1.90265215617,2.84752469233,0,0.59288961893,2739.94427418,10227.6119007,12967.5561748,29.0630947664,34.4078979901,0,43496.0640149
ADR1D-0200,train,retardation_only,1000,51,20,86400,49,1800,0.346432531459,10.4275269736,2.00556565039,0,0.501347569335,2424.66508164,7768.11480157,10192.7798832,30.0997337916,33.2228851898,0,5789.19549486
ADR1D-0201,validation,retardation_only,1000,51,20,86400,49,1800,0.0834621507861,2.55068168396,2.81516276124,0,3.59365933121,170.389853223,6572.32859909,6742.71845232,30.56093882,32.7215078662,0,33729.8132713
ADR1D-0202,train,retardation_only,1000,51,20,86400,49,1800,0.12950198372,2.46828826924,1.71456744004,0,1.45305592313,1422.61135152,1870.86790172,3293.47925325,19.0598491107,52.4663125187,0,13239.7002021
ADR1D-0203,train,retardation_only,1000,51,20,86400,49,1800,0.2503178319,1.31203863332,2.03646954018,0,0.390333052819,1341.37640492,5111.15221007,6452.52861498,5.24149088125,190.78541252,0,8135.53523024
ADR1D-0204,train,retardation_only,1000,51,20,86400,49,1800,0.196877851593,1.65683926072,2.10199663971,0,4.40850105565,2301.12242517,2606.37099079,4907.49341596,8.41556958954,118.827369836,0,10676.6536851
ADR1D-0205,validation,retardation_only,1000,51,20,86400,49,1800,0.215133432524,19.1442422731,2.27845330766,0,3.37101142931,1920.81363605,9966.9116289,11887.7252649,88.9877600543,11.2375005213,0,10590.8843685
ADR1D-0206,train,retardation_only,1000,51,20,86400,49,1800,0.177044463891,2.99327877961,1.65619132551,0,2.18206607558,2480.48997548,5477.4298383,7957.91981378,16.906932382,59.1473353892,0,9354.66316829
ADR1D-0207,train,retardation_only,1000,51,20,86400,49,1800,0.178614092946,1.07213969076,1.32323508414,0,0.205965534137,95.3809936908,9561.68087389,9657.06186758,6.00254813647,166.595915146,0,7408.34646534
ADR1D-0208,train,retardation_only,1000,51,20,86400,49,1800,0.331160575257,5.84718831361,2.14100566158,0,0.991883316133,103.070338696,6225.04971935,6328.12005804,17.6566558658,56.635866248,0,6465.15866182
ADR1D-0209,train,retardation_only,1000,51,20,86400,49,1800,0.107352160545,16.5112421669,2.9038401296,0,0.524674804856,1452.19182176,2781.82979502,4234.02161678,153.804470102,6.5017616155,0,27049.6663958
ADR1D-0210,train,retardation_only,1000,51,20,86400,49,1800,0.15849850353,4.83986309268,1.20066168172,0,0.660726304551,423.815626972,4595.44320699,5019.25883396,30.5357021352,32.7485510427,0,7575.22408714
ADR1D-0211,train,retardation_only,1000,51,20,86400,49,1800,0.321595531827,3.45610408131,2.51234565403,0,3.19633684838,1160.98748578,5577.92604922,6738.913535,10.7467416033,93.0514603326,0,7812.12860687
ADR1D-0212,train,retardation_only,1000,51,20,86400,49,1800,0.13880085387,10.0145689475,2.78621945353,0,0.631686418639,570.697796551,5922.46961589,6493.16741244,72.1506292523,13.8598929817,0,20073.5036986
ADR1D-0213,train,retardation_only,1000,51,20,86400,49,1800,0.0998737281166,1.42220488005,2.07328498931,0,0.25172418744,798.748644834,2254.20901437,3052.9576592,14.2400299545,70.2245713806,0,20759.0627526
ADR1D-0214,train,retardation_only,1000,51,20,86400,49,1800,0.275186811797,6.92036910348,1.44247472892,0,0.773785764798,3209.36331949,1982.31316855,5191.67648804,25.1478951999,39.7647593188,0,5241.80181273
ADR1D-0215,train,retardation_only,1000,51,20,86400,49,1800,0.164627383466,3.3880868805,2.92953031849,0,0.483482924459,2199.36764474,8248.66746275,10448.0351075,20.5803360849,48.5900714098,0,17794.91514
ADR1D-0216,train,retardation_only,1000,51,20,86400,49,1800,0.328321655353,1.59193717666,2.86164222529,0,3.10513769557,869.947844998,2288.63163612,3158.57948112,4.84871208069,206.240334208,0,8715.97160476
ADR1D-0217,train,retardation_only,1000,51,20,86400,49,1800,0.287493797132,2.00396037677,1.46074879321,0,1.29965060759,2985.76372957,3671.04511218,6656.80884175,6.97044735142,143.462815166,0,5080.9749907
ADR1D-0218,train,retardation_only,1000,51,20,86400,49,1800,0.0600529156322,1.89168531663,1.53060134459,0,2.7256608704,2395.39735939,9076.23640222,11471.6337616,31.5003076324,31.7457217139,0,25487.5442512
ADR1D-0219,train,retardation_only,1000,51,20,86400,49,1800,0.303555829958,4.30476651097,1.28196321284,0,0.449520245093,434.765030629,6998.52020762,7433.28523825,14.181136009,70.5162124785,0,4223.15464347
ADR1D-0220,test,retardation_only,1000,51,20,86400,49,1800,0.29897048965,2.16361740805,1.65914349991,0,0.264493879718,3031.05872743,6108.07551854,9139.13424597,7.23689288057,138.180848674,0,5549.52263634
ADR1D-0221,test,retardation_only,1000,51,20,86400,49,1800,0.270876331832,1.16748250166,2.33081508195,0,0.304355743774,936.166925559,9173.67951643,10109.846442,4.31002034677,232.01746617,0,8604.72033931
ADR1D-0222,test,retardation_only,1000,51,20,86400,49,1800,0.1124301722,2.85082192369,2.75161647984,0,0.373719293771,841.49160034,8613.79386708,9455.28546742,25.3563778113,39.4378095895,0,24474.0039617
ADR1D-0223,train,retardation_only,1000,51,20,86400,49,1800,0.247282559737,8.40146690122,2.1667876624,0,0.814852252992,1642.16091466,7470.91505651,9113.07597118,33.9751695799,29.4332600062,0,8762.39579817
ADR1D-0224,validation,retardation_only,1000,51,20,86400,49,1800,0.193500576481,4.08421248387,2.25230101218,0,0.35178420531,1077.97190566,9640.31346638,10718.285372,21.1069783778,47.3776957601,0,11639.763835
ADR1D-0225,train,retardation_only,1000,51,20,86400,49,1800,0.0969244538,2.0564380104,1.9439427883,0,0.276135259023,1001.23015844,9825.12522817,10826.3553866,21.2169161628,47.1322030179,0,20056.2676609
ADR1D-0226,train,retardation_and_decay,1000,51,20,86400,49,1800,0.269606301172,11.0189667918,2.3607339058,6.50988744105e-07,4.62070307753,1162.69636528,7728.27003722,8890.9664025,40.8705833057,24.4674756051,0.00570020505389,8756.22674817
ADR1D-0227,train,retardation_and_decay,1000,51,20,86400,49,1800,0.258161144613,7.29442202697,2.15817140738,8.70450781053e-07,1.60875910649,3439.54594829,5476.99363637,8916.53958466,28.2553055686,35.3915832753,0.00727678051637,8359.78400476
ADR1D-0228,validation,retardation_and_decay,1000,51,20,86400,49,1800,0.0535570954814,1.06280738454,2.276688815,2.19070370174e-06,1.76300579202,2894.8698556,5224.68482432,8119.55467992,19.8443805621,50.3920995099,0.0931258607267,42509.5646904
ADR1D-0229,validation,retardation_and_decay,1000,51,20,86400,49,1800,0.327971595609,15.186882177,2.57450843062,4.89405500509e-07,0.655232664268,1404.19506004,10491.2576677,11895.4527278,46.3054800487,21.5957160783,0.00384173082037,7849.79085108
ADR1D-0230,train,retardation_and_decay,1000,51,20,86400,49,1800,0.190402551362,5.69084002992,1.73090405776,1.31045084302e-06,1.70115670316,3341.96780485,8517.41027705,11859.3780819,29.8884651976,33.4577233521,0.0119129952064,9090.76084001
ADR1D-0231,train,retardation_and_decay,1000,51,20,86400,49,1800,0.340367479678,8.45024102109,2.1711089655,2.32607436685e-07,4.19229781779,619.305574126,6018.34640713,6637.65198125,24.826816678,40.2790262228,0.00148373778748,6378.72033942
ADR1D-0232,train,retardation_and_decay,1000,51,20,86400,49,1800,0.152390455114,4.29670531128,1.90886728558,5.28023072775e-07,2.04669774015,3540.24061596,9559.79743189,13100.0380479,28.1953702945,35.4668156352,0.00661410170932,12526.1604092
ADR1D-0233,train,retardation_and_decay,1000,51,20,86400,49,1800,0.311855025999,7.707332152,1.81287216868,2.98086479362e-07,2.00699828055,134.677707227,6767.36042645,6902.03813368,24.7144714994,40.462123579,0.00173283300651,5813.188878
ADR1D-0234,validation,retardation_and_decay,1000,51,20,86400,49,1800,0.262239357684,1.08759504146,2.0698365227,1.15783550171e-06,0.613370361911,2590.55726198,7464.28223108,10054.8394931,4.1473371925,241.118566826,0.00913871292963,7892.92858623
ADR1D-0235,validation,retardation_and_decay,1000,51,20,86400,49,1800,0.185571485239,1.2096737146,1.47015723667,4.28675473459e-06,3.0671572129,2356.71808955,9925.95684709,12282.6749366,6.51864004346,153.406230952,0.0339610554218,7922.32295162
ADR1D-0236,train,retardation_and_decay,1000,51,20,86400,49,1800,0.227026226127,7.38255823422,1.97321490085,5.57862435999e-07,3.44432329587,3370.18377843,4233.29008068,7603.47385911,32.5185259878,30.7517013648,0.00484870180029,8691.57248706
ADR1D-0237,test,retardation_and_decay,1000,51,20,86400,49,1800,0.138815804641,3.58711608037,2.47850271426,1.47511351577e-07,2.13509739433,1306.18362538,8916.12590517,10222.3095306,25.8408333954,38.6984422948,0.00263375835491,17854.6147585
ADR1D-0238,test,retardation_and_decay,1000,51,20,86400,49,1800,0.102184458085,6.00851090394,1.62063988332,1.10068152318e-06,0.514873888125,3565.24004226,10105.8748201,13671.1148623,58.8006338396,17.0066193968,0.0174567484012,15859.9449828
ADR1D-0239,train,retardation_and_decay,1000,51,20,86400,49,1800,0.343264158358,14.3356822994,1.84251221402,1.7741803132e-06,0.382650177934,2047.86491992,5396.45045414,7444.31537406,41.7628288605,23.9447381149,0.00952312910437,5367.62190038
ADR1D-0240,test,retardation_and_decay,1000,51,20,86400,49,1800,0.159426029292,1.48379904608,2.93262570182,9.3104886872e-06,1.15407615923,674.519845285,2063.5975853,2738.11743058,9.30713166898,107.444488331,0.171265498751,18394.8989688
ADR1D-0241,train,retardation_and_decay,1000,51,20,86400,49,1800,0.0734823608231,2.58390511939,1.28613374906,8.32169276663e-07,2.69591466583,3490.27186798,10318.0515498,13808.3234177,35.163610565,28.4384903578,0.0145651416157,17502.6187871
ADR1D-0242,validation,retardation_and_decay,1000,51,20,86400,49,1800,0.171492174544,3.86115987923,2.77890300553,1.63806373471e-05,0.477854515977,3173.69071953,4627.49544092,7801.18616045,22.5150791252,44.4146784667,0.265436032154,16204.255459
ADR1D-0243,train,retardation_and_decay,1000,51,20,86400,49,1800,0.330014756908,5.27135008253,1.75089674369,1.00932908354e-05,2.23843409582,862.666591917,10416.8981013,11279.5646933,15.9730738465,62.6053575916,0.0535500600712,5305.51045686
ADR1D-0244,test,retardation_and_decay,1000,51,20,86400,49,1800,0.121785856629,1.8202771831,2.42540751882,2.24333077402e-06,1.16723212358,1450.08601114,10664.6435524,12114.7295636,14.9465400456,66.9051162977,0.044676709407,19915.3463789
ADR1D-0245,train,retardation_and_decay,1000,51,20,86400,49,1800,0.237446073091,5.53037288281,2.49499339259,5.30807322122e-06,0.301761497273,1793.99003216,8084.01309508,9878.00312724,23.2910690449,42.9349120073,0.0557752227356,10507.6212047
ADR1D-0246,train,retardation_and_decay,1000,51,20,86400,49,1800,0.27121351828,6.04451387751,2.1161112046,3.31073742221e-06,1.79099363099,2537.74092938,8701.21890026,11238.9598296,22.2869196043,44.8693681206,0.0258316347911,7802.38100969
ADR1D-0247,train,retardation_and_decay,1000,51,20,86400,49,1800,0.0625768088714,1.96926153637,2.09060214105,1.19525655602e-06,0.892196693255,1846.36432779,4525.28024026,6371.64456805,31.4695103807,31.7767892765,0.0399318207525,33408.5770553
ADR1D-0248,train,retardation_and_decay,1000,51,20,86400,49,1800,0.250124084591,2.0146810885,1.15829644696,6.91382871787e-06,4.82953652312,278.796663908,4993.77967625,5272.57634016,8.05472648422,124.150708526,0.0320171616096,4630.88730081
ADR1D-0249,train,retardation_and_decay,1000,51,20,86400,49,1800,0.122357348172,6.76262770195,1.30973123062,1.93278750367e-06,0.547144354873,810.047116821,9682.85794211,10492.9050589,55.2694856742,18.0931663793,0.0206888445485,10704.1485467
ADR1D-0250,train,retardation_and_decay,1000,51,20,86400,49,1800,0.179020003814,9.64276081791,1.92766449573,1.55545666098e-05,1.24148198856,2624.93554149,3900.73130729,6525.66684878,53.8641526784,18.5652228853,0.167489583071,10767.8720515
ADR1D-0251,train,retardation_and_decay,1000,51,20,86400,49,1800,0.282316210385,6.29343872327,2.62712638776,1.15112338696e-07,0.370416160151,2229.32701435,6597.29290151,8826.61991586,22.2921620926,44.8588161097,0.00107119127921,9305.61650772
ADR1D-0252,train,retardation_and_decay,1000,51,20,86400,49,1800,0.277797996814,2.6579696024,2.87306171436,3.55657996398e-06,0.462110678799,1077.6005674,3117.09482489,4194.69539229,9.5679941284,104.515114305,0.0367831080345,10342.2693731
ADR1D-0253,train,retardation_and_decay,1000,51,20,86400,49,1800,0.0948307621514,18.7293461831,1.22209886963,3.57863376144e-07,0.357236783906,81.7854655115,8840.32764254,8922.11310805,197.502854118,5.0632179695,0.00461184132181,12887.1564659
ADR1D-0254,test,retardation_and_decay,1000,51,20,86400,49,1800,0.21894205727,3.41762782266,1.26194554223,1.95079045175e-06,0.933756848356,209.565210197,3187.12321061,3396.6884208,15.6097364996,64.0625804303,0.011244031161,5763.8333994
